fleet_name,icao_code,airbase_code,contractors,depot_id,first_flight,delivered,ioc,production,inventory,operator,aircraft_location,active_variant,weight,power_plant,length,wing_area,fuel_capacity,ceiling,accomodation,aircraft_locations
F-16 Fighting Falcon,F-16,hmn,Lockheed Martin (previously General Dynamics),4cb10252-6708-4780-ba93-c877a9474483," 1984 (F-16C).","July 13, 1984-2005 (F-16C/D)",1981 (Block 25-32); 1989 (Block 40/42); 1994 (Block 50/52),"2,206",781 (F-16C); 155 (F-16D)," AETC"," Wisconsin","F-16C/D Block 30/32. Multinational Staged Improvement Program II upgraded with new engines, flown by ANG, AFRC, and test/aggressor units. •F-16CG Block 40/42. Optimized for night/all-weather attack. •F-16CJ Block 50/52. Optimized for SEAD with long-range radar, engines, and weapons","Max T-O 37,500 lb (Block 30/32); 42,300 lb (Block 40/42); 48,000 lb (Block 50/52)","GE Aviation F110-GE-100, 29,000 lb thrust (Block 30); Pratt & Whitney F100-PW-220, 24,000 lb thrust (Block 32/42); F110-GE-129, 29,000 lb thrust (Block 50); F100-PW-229, 29,000 lb thrust (upgraded Block 42, Block 52).",49 ft 5 in,300 sq ft,875 Gallons,"50,000 ft.","Pilot (C), two pilots (D), on ACES II zero/zero ejection seats"," Wisconsin"
F-16 Fighting Falcon,F-16,hmn,Lockheed Martin (previously General Dynamics),4cb10252-6708-4780-ba93-c877a9474483," 1984 (F-16C).","July 13, 1984-2005 (F-16C/D)",1981 (Block 25-32); 1989 (Block 40/42); 1994 (Block 50/52),"2,206",781 (F-16C); 155 (F-16D)," AFMC",Aviano AB,"F-16C/D Block 30/32. Multinational Staged Improvement Program II upgraded with new engines, flown by ANG, AFRC, and test/aggressor units. •F-16CG Block 40/42. Optimized for night/all-weather attack. •F-16CJ Block 50/52. Optimized for SEAD with long-range radar, engines, and weapons","Max T-O 37,500 lb (Block 30/32); 42,300 lb (Block 40/42); 48,000 lb (Block 50/52)","GE Aviation F110-GE-100, 29,000 lb thrust (Block 30); Pratt & Whitney F100-PW-220, 24,000 lb thrust (Block 32/42); F110-GE-129, 29,000 lb thrust (Block 50); F100-PW-229, 29,000 lb thrust (upgraded Block 42, Block 52).",49 ft 5 in,300 sq ft,875 Gallons,"50,000 ft.","Pilot (C), two pilots (D), on ACES II zero/zero ejection seats",Aviano AB
F-16 Fighting Falcon,F-16,hmn,Lockheed Martin (previously General Dynamics),4cb10252-6708-4780-ba93-c877a9474483," 1984 (F-16C).","July 13, 1984-2005 (F-16C/D)",1981 (Block 25-32); 1989 (Block 40/42); 1994 (Block 50/52),"2,206",781 (F-16C); 155 (F-16D)," AFMC"," Italy; Edwards AFB","F-16C/D Block 30/32. Multinational Staged Improvement Program II upgraded with new engines, flown by ANG, AFRC, and test/aggressor units. •F-16CG Block 40/42. Optimized for night/all-weather attack. •F-16CJ Block 50/52. Optimized for SEAD with long-range radar, engines, and weapons","Max T-O 37,500 lb (Block 30/32); 42,300 lb (Block 40/42); 48,000 lb (Block 50/52)","GE Aviation F110-GE-100, 29,000 lb thrust (Block 30); Pratt & Whitney F100-PW-220, 24,000 lb thrust (Block 32/42); F110-GE-129, 29,000 lb thrust (Block 50); F100-PW-229, 29,000 lb thrust (upgraded Block 42, Block 52).",49 ft 5 in,300 sq ft,875 Gallons,"50,000 ft.","Pilot (C), two pilots (D), on ACES II zero/zero ejection seats"," Italy"
F-16 Fighting Falcon,F-16,hmn,Lockheed Martin (previously General Dynamics),4cb10252-6708-4780-ba93-c877a9474483," 1984 (F-16C).","July 13, 1984-2005 (F-16C/D)",1981 (Block 25-32); 1989 (Block 40/42); 1994 (Block 50/52),"2,206",781 (F-16C); 155 (F-16D)," AFMC"," Italy; Edwards AFB","F-16C/D Block 30/32. Multinational Staged Improvement Program II upgraded with new engines, flown by ANG, AFRC, and test/aggressor units. •F-16CG Block 40/42. Optimized for night/all-weather attack. •F-16CJ Block 50/52. Optimized for SEAD with long-range radar, engines, and weapons","Max T-O 37,500 lb (Block 30/32); 42,300 lb (Block 40/42); 48,000 lb (Block 50/52)","GE Aviation F110-GE-100, 29,000 lb thrust (Block 30); Pratt & Whitney F100-PW-220, 24,000 lb thrust (Block 32/42); F110-GE-129, 29,000 lb thrust (Block 50); F100-PW-229, 29,000 lb thrust (upgraded Block 42, Block 52).",49 ft 5 in,300 sq ft,875 Gallons,"50,000 ft.","Pilot (C), two pilots (D), on ACES II zero/zero ejection seats"," Edwards AFB"
F-16 Fighting Falcon,F-16,hmn,Lockheed Martin (previously General Dynamics),4cb10252-6708-4780-ba93-c877a9474483," 1984 (F-16C).","July 13, 1984-2005 (F-16C/D)",1981 (Block 25-32); 1989 (Block 40/42); 1994 (Block 50/52),"2,206",781 (F-16C); 155 (F-16D)," AFMC"," Calif.; Eglin AFB","F-16C/D Block 30/32. Multinational Staged Improvement Program II upgraded with new engines, flown by ANG, AFRC, and test/aggressor units. •F-16CG Block 40/42. Optimized for night/all-weather attack. •F-16CJ Block 50/52. Optimized for SEAD with long-range radar, engines, and weapons","Max T-O 37,500 lb (Block 30/32); 42,300 lb (Block 40/42); 48,000 lb (Block 50/52)","GE Aviation F110-GE-100, 29,000 lb thrust (Block 30); Pratt & Whitney F100-PW-220, 24,000 lb thrust (Block 32/42); F110-GE-129, 29,000 lb thrust (Block 50); F100-PW-229, 29,000 lb thrust (upgraded Block 42, Block 52).",49 ft 5 in,300 sq ft,875 Gallons,"50,000 ft.","Pilot (C), two pilots (D), on ACES II zero/zero ejection seats"," Calif."
F-16 Fighting Falcon,F-16,hmn,Lockheed Martin (previously General Dynamics),4cb10252-6708-4780-ba93-c877a9474483," 1984 (F-16C).","July 13, 1984-2005 (F-16C/D)",1981 (Block 25-32); 1989 (Block 40/42); 1994 (Block 50/52),"2,206",781 (F-16C); 155 (F-16D)," AFMC"," Calif.; Eglin AFB","F-16C/D Block 30/32. Multinational Staged Improvement Program II upgraded with new engines, flown by ANG, AFRC, and test/aggressor units. •F-16CG Block 40/42. Optimized for night/all-weather attack. •F-16CJ Block 50/52. Optimized for SEAD with long-range radar, engines, and weapons","Max T-O 37,500 lb (Block 30/32); 42,300 lb (Block 40/42); 48,000 lb (Block 50/52)","GE Aviation F110-GE-100, 29,000 lb thrust (Block 30); Pratt & Whitney F100-PW-220, 24,000 lb thrust (Block 32/42); F110-GE-129, 29,000 lb thrust (Block 50); F100-PW-229, 29,000 lb thrust (upgraded Block 42, Block 52).",49 ft 5 in,300 sq ft,875 Gallons,"50,000 ft.","Pilot (C), two pilots (D), on ACES II zero/zero ejection seats"," Eglin AFB"
F-16 Fighting Falcon,F-16,hmn,Lockheed Martin (previously General Dynamics),4cb10252-6708-4780-ba93-c877a9474483," 1984 (F-16C).","July 13, 1984-2005 (F-16C/D)",1981 (Block 25-32); 1989 (Block 40/42); 1994 (Block 50/52),"2,206",781 (F-16C); 155 (F-16D)," AFMC"," Fla.; Eielson AFB","F-16C/D Block 30/32. Multinational Staged Improvement Program II upgraded with new engines, flown by ANG, AFRC, and test/aggressor units. •F-16CG Block 40/42. Optimized for night/all-weather attack. •F-16CJ Block 50/52. Optimized for SEAD with long-range radar, engines, and weapons","Max T-O 37,500 lb (Block 30/32); 42,300 lb (Block 40/42); 48,000 lb (Block 50/52)","GE Aviation F110-GE-100, 29,000 lb thrust (Block 30); Pratt & Whitney F100-PW-220, 24,000 lb thrust (Block 32/42); F110-GE-129, 29,000 lb thrust (Block 50); F100-PW-229, 29,000 lb thrust (upgraded Block 42, Block 52).",49 ft 5 in,300 sq ft,875 Gallons,"50,000 ft.","Pilot (C), two pilots (D), on ACES II zero/zero ejection seats"," Fla."
F-16 Fighting Falcon,F-16,hmn,Lockheed Martin (previously General Dynamics),4cb10252-6708-4780-ba93-c877a9474483," 1984 (F-16C).","July 13, 1984-2005 (F-16C/D)",1981 (Block 25-32); 1989 (Block 40/42); 1994 (Block 50/52),"2,206",781 (F-16C); 155 (F-16D)," AFMC"," Fla.; Eielson AFB","F-16C/D Block 30/32. Multinational Staged Improvement Program II upgraded with new engines, flown by ANG, AFRC, and test/aggressor units. •F-16CG Block 40/42. Optimized for night/all-weather attack. •F-16CJ Block 50/52. Optimized for SEAD with long-range radar, engines, and weapons","Max T-O 37,500 lb (Block 30/32); 42,300 lb (Block 40/42); 48,000 lb (Block 50/52)","GE Aviation F110-GE-100, 29,000 lb thrust (Block 30); Pratt & Whitney F100-PW-220, 24,000 lb thrust (Block 32/42); F110-GE-129, 29,000 lb thrust (Block 50); F100-PW-229, 29,000 lb thrust (upgraded Block 42, Block 52).",49 ft 5 in,300 sq ft,875 Gallons,"50,000 ft.","Pilot (C), two pilots (D), on ACES II zero/zero ejection seats"," Eielson AFB"
F-16 Fighting Falcon,F-16,hmn,Lockheed Martin (previously General Dynamics),4cb10252-6708-4780-ba93-c877a9474483," 1984 (F-16C).","July 13, 1984-2005 (F-16C/D)",1981 (Block 25-32); 1989 (Block 40/42); 1994 (Block 50/52),"2,206",781 (F-16C); 155 (F-16D)," AFMC"," Alaska; Holloman AFB","F-16C/D Block 30/32. Multinational Staged Improvement Program II upgraded with new engines, flown by ANG, AFRC, and test/aggressor units. •F-16CG Block 40/42. Optimized for night/all-weather attack. •F-16CJ Block 50/52. Optimized for SEAD with long-range radar, engines, and weapons","Max T-O 37,500 lb (Block 30/32); 42,300 lb (Block 40/42); 48,000 lb (Block 50/52)","GE Aviation F110-GE-100, 29,000 lb thrust (Block 30); Pratt & Whitney F100-PW-220, 24,000 lb thrust (Block 32/42); F110-GE-129, 29,000 lb thrust (Block 50); F100-PW-229, 29,000 lb thrust (upgraded Block 42, Block 52).",49 ft 5 in,300 sq ft,875 Gallons,"50,000 ft.","Pilot (C), two pilots (D), on ACES II zero/zero ejection seats"," Alaska"
F-16 Fighting Falcon,F-16,hmn,Lockheed Martin (previously General Dynamics),4cb10252-6708-4780-ba93-c877a9474483," 1984 (F-16C).","July 13, 1984-2005 (F-16C/D)",1981 (Block 25-32); 1989 (Block 40/42); 1994 (Block 50/52),"2,206",781 (F-16C); 155 (F-16D)," AFMC"," Alaska; Holloman AFB","F-16C/D Block 30/32. Multinational Staged Improvement Program II upgraded with new engines, flown by ANG, AFRC, and test/aggressor units. •F-16CG Block 40/42. Optimized for night/all-weather attack. •F-16CJ Block 50/52. Optimized for SEAD with long-range radar, engines, and weapons","Max T-O 37,500 lb (Block 30/32); 42,300 lb (Block 40/42); 48,000 lb (Block 50/52)","GE Aviation F110-GE-100, 29,000 lb thrust (Block 30); Pratt & Whitney F100-PW-220, 24,000 lb thrust (Block 32/42); F110-GE-129, 29,000 lb thrust (Block 50); F100-PW-229, 29,000 lb thrust (upgraded Block 42, Block 52).",49 ft 5 in,300 sq ft,875 Gallons,"50,000 ft.","Pilot (C), two pilots (D), on ACES II zero/zero ejection seats"," Holloman AFB"
F-16 Fighting Falcon,F-16,hmn,Lockheed Martin (previously General Dynamics),4cb10252-6708-4780-ba93-c877a9474483," 1984 (F-16C).","July 13, 1984-2005 (F-16C/D)",1981 (Block 25-32); 1989 (Block 40/42); 1994 (Block 50/52),"2,206",781 (F-16C); 155 (F-16D)," AFMC"," N.M.; Homestead ARB","F-16C/D Block 30/32. Multinational Staged Improvement Program II upgraded with new engines, flown by ANG, AFRC, and test/aggressor units. •F-16CG Block 40/42. Optimized for night/all-weather attack. •F-16CJ Block 50/52. Optimized for SEAD with long-range radar, engines, and weapons","Max T-O 37,500 lb (Block 30/32); 42,300 lb (Block 40/42); 48,000 lb (Block 50/52)","GE Aviation F110-GE-100, 29,000 lb thrust (Block 30); Pratt & Whitney F100-PW-220, 24,000 lb thrust (Block 32/42); F110-GE-129, 29,000 lb thrust (Block 50); F100-PW-229, 29,000 lb thrust (upgraded Block 42, Block 52).",49 ft 5 in,300 sq ft,875 Gallons,"50,000 ft.","Pilot (C), two pilots (D), on ACES II zero/zero ejection seats"," N.M."
F-16 Fighting Falcon,F-16,hmn,Lockheed Martin (previously General Dynamics),4cb10252-6708-4780-ba93-c877a9474483," 1984 (F-16C).","July 13, 1984-2005 (F-16C/D)",1981 (Block 25-32); 1989 (Block 40/42); 1994 (Block 50/52),"2,206",781 (F-16C); 155 (F-16D)," AFMC"," N.M.; Homestead ARB","F-16C/D Block 30/32. Multinational Staged Improvement Program II upgraded with new engines, flown by ANG, AFRC, and test/aggressor units. •F-16CG Block 40/42. Optimized for night/all-weather attack. •F-16CJ Block 50/52. Optimized for SEAD with long-range radar, engines, and weapons","Max T-O 37,500 lb (Block 30/32); 42,300 lb (Block 40/42); 48,000 lb (Block 50/52)","GE Aviation F110-GE-100, 29,000 lb thrust (Block 30); Pratt & Whitney F100-PW-220, 24,000 lb thrust (Block 32/42); F110-GE-129, 29,000 lb thrust (Block 50); F100-PW-229, 29,000 lb thrust (upgraded Block 42, Block 52).",49 ft 5 in,300 sq ft,875 Gallons,"50,000 ft.","Pilot (C), two pilots (D), on ACES II zero/zero ejection seats"," Homestead ARB"
F-16 Fighting Falcon,F-16,hmn,Lockheed Martin (previously General Dynamics),4cb10252-6708-4780-ba93-c877a9474483," 1984 (F-16C).","July 13, 1984-2005 (F-16C/D)",1981 (Block 25-32); 1989 (Block 40/42); 1994 (Block 50/52),"2,206",781 (F-16C); 155 (F-16D)," AFMC"," Fla.; Kunsan AB","F-16C/D Block 30/32. Multinational Staged Improvement Program II upgraded with new engines, flown by ANG, AFRC, and test/aggressor units. •F-16CG Block 40/42. Optimized for night/all-weather attack. •F-16CJ Block 50/52. Optimized for SEAD with long-range radar, engines, and weapons","Max T-O 37,500 lb (Block 30/32); 42,300 lb (Block 40/42); 48,000 lb (Block 50/52)","GE Aviation F110-GE-100, 29,000 lb thrust (Block 30); Pratt & Whitney F100-PW-220, 24,000 lb thrust (Block 32/42); F110-GE-129, 29,000 lb thrust (Block 50); F100-PW-229, 29,000 lb thrust (upgraded Block 42, Block 52).",49 ft 5 in,300 sq ft,875 Gallons,"50,000 ft.","Pilot (C), two pilots (D), on ACES II zero/zero ejection seats"," Fla."
F-16 Fighting Falcon,F-16,hmn,Lockheed Martin (previously General Dynamics),4cb10252-6708-4780-ba93-c877a9474483," 1984 (F-16C).","July 13, 1984-2005 (F-16C/D)",1981 (Block 25-32); 1989 (Block 40/42); 1994 (Block 50/52),"2,206",781 (F-16C); 155 (F-16D)," AFMC"," Fla.; Kunsan AB","F-16C/D Block 30/32. Multinational Staged Improvement Program II upgraded with new engines, flown by ANG, AFRC, and test/aggressor units. •F-16CG Block 40/42. Optimized for night/all-weather attack. •F-16CJ Block 50/52. Optimized for SEAD with long-range radar, engines, and weapons","Max T-O 37,500 lb (Block 30/32); 42,300 lb (Block 40/42); 48,000 lb (Block 50/52)","GE Aviation F110-GE-100, 29,000 lb thrust (Block 30); Pratt & Whitney F100-PW-220, 24,000 lb thrust (Block 32/42); F110-GE-129, 29,000 lb thrust (Block 50); F100-PW-229, 29,000 lb thrust (upgraded Block 42, Block 52).",49 ft 5 in,300 sq ft,875 Gallons,"50,000 ft.","Pilot (C), two pilots (D), on ACES II zero/zero ejection seats"," Kunsan AB"
F-16 Fighting Falcon,F-16,hmn,Lockheed Martin (previously General Dynamics),4cb10252-6708-4780-ba93-c877a9474483," 1984 (F-16C).","July 13, 1984-2005 (F-16C/D)",1981 (Block 25-32); 1989 (Block 40/42); 1994 (Block 50/52),"2,206",781 (F-16C); 155 (F-16D)," AFMC"," South Korea; Luke AFB","F-16C/D Block 30/32. Multinational Staged Improvement Program II upgraded with new engines, flown by ANG, AFRC, and test/aggressor units. •F-16CG Block 40/42. Optimized for night/all-weather attack. •F-16CJ Block 50/52. Optimized for SEAD with long-range radar, engines, and weapons","Max T-O 37,500 lb (Block 30/32); 42,300 lb (Block 40/42); 48,000 lb (Block 50/52)","GE Aviation F110-GE-100, 29,000 lb thrust (Block 30); Pratt & Whitney F100-PW-220, 24,000 lb thrust (Block 32/42); F110-GE-129, 29,000 lb thrust (Block 50); F100-PW-229, 29,000 lb thrust (upgraded Block 42, Block 52).",49 ft 5 in,300 sq ft,875 Gallons,"50,000 ft.","Pilot (C), two pilots (D), on ACES II zero/zero ejection seats"," South Korea"
F-16 Fighting Falcon,F-16,hmn,Lockheed Martin (previously General Dynamics),4cb10252-6708-4780-ba93-c877a9474483," 1984 (F-16C).","July 13, 1984-2005 (F-16C/D)",1981 (Block 25-32); 1989 (Block 40/42); 1994 (Block 50/52),"2,206",781 (F-16C); 155 (F-16D)," AFMC"," South Korea; Luke AFB","F-16C/D Block 30/32. Multinational Staged Improvement Program II upgraded with new engines, flown by ANG, AFRC, and test/aggressor units. •F-16CG Block 40/42. Optimized for night/all-weather attack. •F-16CJ Block 50/52. Optimized for SEAD with long-range radar, engines, and weapons","Max T-O 37,500 lb (Block 30/32); 42,300 lb (Block 40/42); 48,000 lb (Block 50/52)","GE Aviation F110-GE-100, 29,000 lb thrust (Block 30); Pratt & Whitney F100-PW-220, 24,000 lb thrust (Block 32/42); F110-GE-129, 29,000 lb thrust (Block 50); F100-PW-229, 29,000 lb thrust (upgraded Block 42, Block 52).",49 ft 5 in,300 sq ft,875 Gallons,"50,000 ft.","Pilot (C), two pilots (D), on ACES II zero/zero ejection seats"," Luke AFB"
F-16 Fighting Falcon,F-16,hmn,Lockheed Martin (previously General Dynamics),4cb10252-6708-4780-ba93-c877a9474483," 1984 (F-16C).","July 13, 1984-2005 (F-16C/D)",1981 (Block 25-32); 1989 (Block 40/42); 1994 (Block 50/52),"2,206",781 (F-16C); 155 (F-16D)," AFMC"," Ariz.; Misawa AB","F-16C/D Block 30/32. Multinational Staged Improvement Program II upgraded with new engines, flown by ANG, AFRC, and test/aggressor units. •F-16CG Block 40/42. Optimized for night/all-weather attack. •F-16CJ Block 50/52. Optimized for SEAD with long-range radar, engines, and weapons","Max T-O 37,500 lb (Block 30/32); 42,300 lb (Block 40/42); 48,000 lb (Block 50/52)","GE Aviation F110-GE-100, 29,000 lb thrust (Block 30); Pratt & Whitney F100-PW-220, 24,000 lb thrust (Block 32/42); F110-GE-129, 29,000 lb thrust (Block 50); F100-PW-229, 29,000 lb thrust (upgraded Block 42, Block 52).",49 ft 5 in,300 sq ft,875 Gallons,"50,000 ft.","Pilot (C), two pilots (D), on ACES II zero/zero ejection seats"," Ariz."
F-16 Fighting Falcon,F-16,hmn,Lockheed Martin (previously General Dynamics),4cb10252-6708-4780-ba93-c877a9474483," 1984 (F-16C).","July 13, 1984-2005 (F-16C/D)",1981 (Block 25-32); 1989 (Block 40/42); 1994 (Block 50/52),"2,206",781 (F-16C); 155 (F-16D)," AFMC"," Ariz.; Misawa AB","F-16C/D Block 30/32. Multinational Staged Improvement Program II upgraded with new engines, flown by ANG, AFRC, and test/aggressor units. •F-16CG Block 40/42. Optimized for night/all-weather attack. •F-16CJ Block 50/52. Optimized for SEAD with long-range radar, engines, and weapons","Max T-O 37,500 lb (Block 30/32); 42,300 lb (Block 40/42); 48,000 lb (Block 50/52)","GE Aviation F110-GE-100, 29,000 lb thrust (Block 30); Pratt & Whitney F100-PW-220, 24,000 lb thrust (Block 32/42); F110-GE-129, 29,000 lb thrust (Block 50); F100-PW-229, 29,000 lb thrust (upgraded Block 42, Block 52).",49 ft 5 in,300 sq ft,875 Gallons,"50,000 ft.","Pilot (C), two pilots (D), on ACES II zero/zero ejection seats"," Misawa AB"
F-16 Fighting Falcon,F-16,hmn,Lockheed Martin (previously General Dynamics),4cb10252-6708-4780-ba93-c877a9474483," 1984 (F-16C).","July 13, 1984-2005 (F-16C/D)",1981 (Block 25-32); 1989 (Block 40/42); 1994 (Block 50/52),"2,206",781 (F-16C); 155 (F-16D)," AFMC"," Japan; NAS JRB Fort Worth","F-16C/D Block 30/32. Multinational Staged Improvement Program II upgraded with new engines, flown by ANG, AFRC, and test/aggressor units. •F-16CG Block 40/42. Optimized for night/all-weather attack. •F-16CJ Block 50/52. Optimized for SEAD with long-range radar, engines, and weapons","Max T-O 37,500 lb (Block 30/32); 42,300 lb (Block 40/42); 48,000 lb (Block 50/52)","GE Aviation F110-GE-100, 29,000 lb thrust (Block 30); Pratt & Whitney F100-PW-220, 24,000 lb thrust (Block 32/42); F110-GE-129, 29,000 lb thrust (Block 50); F100-PW-229, 29,000 lb thrust (upgraded Block 42, Block 52).",49 ft 5 in,300 sq ft,875 Gallons,"50,000 ft.","Pilot (C), two pilots (D), on ACES II zero/zero ejection seats"," Japan"
F-16 Fighting Falcon,F-16,hmn,Lockheed Martin (previously General Dynamics),4cb10252-6708-4780-ba93-c877a9474483," 1984 (F-16C).","July 13, 1984-2005 (F-16C/D)",1981 (Block 25-32); 1989 (Block 40/42); 1994 (Block 50/52),"2,206",781 (F-16C); 155 (F-16D)," AFMC"," Japan; NAS JRB Fort Worth","F-16C/D Block 30/32. Multinational Staged Improvement Program II upgraded with new engines, flown by ANG, AFRC, and test/aggressor units. •F-16CG Block 40/42. Optimized for night/all-weather attack. •F-16CJ Block 50/52. Optimized for SEAD with long-range radar, engines, and weapons","Max T-O 37,500 lb (Block 30/32); 42,300 lb (Block 40/42); 48,000 lb (Block 50/52)","GE Aviation F110-GE-100, 29,000 lb thrust (Block 30); Pratt & Whitney F100-PW-220, 24,000 lb thrust (Block 32/42); F110-GE-129, 29,000 lb thrust (Block 50); F100-PW-229, 29,000 lb thrust (upgraded Block 42, Block 52).",49 ft 5 in,300 sq ft,875 Gallons,"50,000 ft.","Pilot (C), two pilots (D), on ACES II zero/zero ejection seats"," NAS JRB Fort Worth"
F-16 Fighting Falcon,F-16,hmn,Lockheed Martin (previously General Dynamics),4cb10252-6708-4780-ba93-c877a9474483," 1984 (F-16C).","July 13, 1984-2005 (F-16C/D)",1981 (Block 25-32); 1989 (Block 40/42); 1994 (Block 50/52),"2,206",781 (F-16C); 155 (F-16D)," AFMC"," Texas; Nellis AFB","F-16C/D Block 30/32. Multinational Staged Improvement Program II upgraded with new engines, flown by ANG, AFRC, and test/aggressor units. •F-16CG Block 40/42. Optimized for night/all-weather attack. •F-16CJ Block 50/52. Optimized for SEAD with long-range radar, engines, and weapons","Max T-O 37,500 lb (Block 30/32); 42,300 lb (Block 40/42); 48,000 lb (Block 50/52)","GE Aviation F110-GE-100, 29,000 lb thrust (Block 30); Pratt & Whitney F100-PW-220, 24,000 lb thrust (Block 32/42); F110-GE-129, 29,000 lb thrust (Block 50); F100-PW-229, 29,000 lb thrust (upgraded Block 42, Block 52).",49 ft 5 in,300 sq ft,875 Gallons,"50,000 ft.","Pilot (C), two pilots (D), on ACES II zero/zero ejection seats"," Texas"
F-16 Fighting Falcon,F-16,hmn,Lockheed Martin (previously General Dynamics),4cb10252-6708-4780-ba93-c877a9474483," 1984 (F-16C).","July 13, 1984-2005 (F-16C/D)",1981 (Block 25-32); 1989 (Block 40/42); 1994 (Block 50/52),"2,206",781 (F-16C); 155 (F-16D)," AFMC"," Texas; Nellis AFB","F-16C/D Block 30/32. Multinational Staged Improvement Program II upgraded with new engines, flown by ANG, AFRC, and test/aggressor units. •F-16CG Block 40/42. Optimized for night/all-weather attack. •F-16CJ Block 50/52. Optimized for SEAD with long-range radar, engines, and weapons","Max T-O 37,500 lb (Block 30/32); 42,300 lb (Block 40/42); 48,000 lb (Block 50/52)","GE Aviation F110-GE-100, 29,000 lb thrust (Block 30); Pratt & Whitney F100-PW-220, 24,000 lb thrust (Block 32/42); F110-GE-129, 29,000 lb thrust (Block 50); F100-PW-229, 29,000 lb thrust (upgraded Block 42, Block 52).",49 ft 5 in,300 sq ft,875 Gallons,"50,000 ft.","Pilot (C), two pilots (D), on ACES II zero/zero ejection seats"," Nellis AFB"
F-16 Fighting Falcon,F-16,hmn,Lockheed Martin (previously General Dynamics),4cb10252-6708-4780-ba93-c877a9474483," 1984 (F-16C).","July 13, 1984-2005 (F-16C/D)",1981 (Block 25-32); 1989 (Block 40/42); 1994 (Block 50/52),"2,206",781 (F-16C); 155 (F-16D)," AFMC"," Nev.; Osan AB","F-16C/D Block 30/32. Multinational Staged Improvement Program II upgraded with new engines, flown by ANG, AFRC, and test/aggressor units. •F-16CG Block 40/42. Optimized for night/all-weather attack. •F-16CJ Block 50/52. Optimized for SEAD with long-range radar, engines, and weapons","Max T-O 37,500 lb (Block 30/32); 42,300 lb (Block 40/42); 48,000 lb (Block 50/52)","GE Aviation F110-GE-100, 29,000 lb thrust (Block 30); Pratt & Whitney F100-PW-220, 24,000 lb thrust (Block 32/42); F110-GE-129, 29,000 lb thrust (Block 50); F100-PW-229, 29,000 lb thrust (upgraded Block 42, Block 52).",49 ft 5 in,300 sq ft,875 Gallons,"50,000 ft.","Pilot (C), two pilots (D), on ACES II zero/zero ejection seats"," Nev."
F-16 Fighting Falcon,F-16,hmn,Lockheed Martin (previously General Dynamics),4cb10252-6708-4780-ba93-c877a9474483," 1984 (F-16C).","July 13, 1984-2005 (F-16C/D)",1981 (Block 25-32); 1989 (Block 40/42); 1994 (Block 50/52),"2,206",781 (F-16C); 155 (F-16D)," AFMC"," Nev.; Osan AB","F-16C/D Block 30/32. Multinational Staged Improvement Program II upgraded with new engines, flown by ANG, AFRC, and test/aggressor units. •F-16CG Block 40/42. Optimized for night/all-weather attack. •F-16CJ Block 50/52. Optimized for SEAD with long-range radar, engines, and weapons","Max T-O 37,500 lb (Block 30/32); 42,300 lb (Block 40/42); 48,000 lb (Block 50/52)","GE Aviation F110-GE-100, 29,000 lb thrust (Block 30); Pratt & Whitney F100-PW-220, 24,000 lb thrust (Block 32/42); F110-GE-129, 29,000 lb thrust (Block 50); F100-PW-229, 29,000 lb thrust (upgraded Block 42, Block 52).",49 ft 5 in,300 sq ft,875 Gallons,"50,000 ft.","Pilot (C), two pilots (D), on ACES II zero/zero ejection seats"," Osan AB"
F-16 Fighting Falcon,F-16,hmn,Lockheed Martin (previously General Dynamics),4cb10252-6708-4780-ba93-c877a9474483," 1984 (F-16C).","July 13, 1984-2005 (F-16C/D)",1981 (Block 25-32); 1989 (Block 40/42); 1994 (Block 50/52),"2,206",781 (F-16C); 155 (F-16D)," AFMC"," South Korea; Shaw AFB","F-16C/D Block 30/32. Multinational Staged Improvement Program II upgraded with new engines, flown by ANG, AFRC, and test/aggressor units. •F-16CG Block 40/42. Optimized for night/all-weather attack. •F-16CJ Block 50/52. Optimized for SEAD with long-range radar, engines, and weapons","Max T-O 37,500 lb (Block 30/32); 42,300 lb (Block 40/42); 48,000 lb (Block 50/52)","GE Aviation F110-GE-100, 29,000 lb thrust (Block 30); Pratt & Whitney F100-PW-220, 24,000 lb thrust (Block 32/42); F110-GE-129, 29,000 lb thrust (Block 50); F100-PW-229, 29,000 lb thrust (upgraded Block 42, Block 52).",49 ft 5 in,300 sq ft,875 Gallons,"50,000 ft.","Pilot (C), two pilots (D), on ACES II zero/zero ejection seats"," South Korea"
